Způsob_koupě,Typ_obydlení,Počet_pokojů,Typ_kuchyně,Velikost_bytu,Cena,Ulice,Kraj
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,1,k,32,6900000,"Počernická, Praha 10",1
prodej,bytu,2,k,51,6499000,Praha 10 - Vršovice,1
prodej,bytu,3,k,69,7490000,"Přímětická, Praha 4 - Michle",1
prodej,bytu,2,1,52,5250000,"Šumperská, Praha 9 - Letňany",1
prodej,bytu,1,k,39,6485218,"Radlická, Praha 5 - Radlice",1
prodej,bytu,3,k,138,11000000,"Sazovická, Praha 5 - Zličín",1
prodej,bytu,4,k,84,8850000,"Brichtova, Praha 5 - Hlubočepy",1
prodej,bytu,4,k,116,13500000,"Na Neklance, Praha 5 - Smíchov",1
prodej,bytu,4,k,115,16780000,"Českobrodská, Praha 9 - Hostavice",1
prodej,bytu,4,1,83,6650000,"V průčelí, Praha 4 - Chodov",1
prodej,bytu,2,1,56,6450000,"Kladenská, Praha 6 - Vokovice",1
prodej,bytu,2,k,59,9250000,"U libeňského pivovaru, Praha 8 - Libeň",1
prodej,bytu,4,k,225,29000000,"Krejčího, Praha 8 - Libeň",1
prodej,bytu,4,k,130,26500000,"Kozácká, Praha 10 - Vršovice",1
prodej,bytu,2,k,93,8990000,"Zvěřinova, Praha 3 - Strašnice, okres Praha",1
prodej,bytu,3,k,101,18400000,"U Blaženky, Praha 5 - Smíchov",1
prodej,bytu,2,k,49,9400000,"Urxova, Praha 8 - Karlín",1
prodej,bytu,3,k,73,9490000,"Chlebovická, Praha 9 - Letňany",1
prodej,bytu,3,k,136,0,"Na dračkách, Praha 6 - Střešovice",1
prodej,bytu,3,k,83,15002600,"Radlická, Praha 5 - Radlice",1
prodej,bytu,1,k,35,5676350,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,3,k,117,11997000,"Kakosova, Praha 5 - Řeporyje",1
prodej,bytu,3,1,95,0,"Lužická, Praha 2 - Vinohrady, okres Praha",1
prodej,bytu,3,k,115,14140000,"Horní náměstí, Praha 6 - Lysolaje",1
prodej,bytu,3,k,104,9000000,"Golčova, Praha 4 - Kunratice, okres Praha",1
prodej,bytu,3,k,97,11150000,"Kryšpínova, Praha 10 - Dolní Měcholupy, okres Praha",1
prodej,bytu,2,k,62,9900000,"Olšanská, Praha 3 - Žižkov",1
prodej,bytu,4,k,106,11490000,"Kazašská, Praha 10 - Vršovice",1
prodej,bytu,3,k,82,15998000,"Radlická, Praha 5 - Radlice",1
prodej,bytu,4,k,108,15400000,"V kapslovně, Praha 3 - Žižkov",1
prodej,bytu,3,k,90,17300000,"Lerausova, Praha 5 - Košíře",1
prodej,bytu,1,k,34,6600000,"Dolnokrčská, Praha 4 - Krč",1
prodej,bytu,3,1,71,5500000,"Kurzova, Praha 5 - Stodůlky",1
prodej,bytu,3,1,71,6360000,"Pod dálnicí, Praha 4 - Michle",1
prodej,bytu,2,1,51,7500000,"Počernická, Praha 10 - Malešice",1
prodej,bytu,1,k,39,6542600,"Radlická, Praha 5 - Radlice",1
prodej,bytu,3,1,65,5270000,Praha 9 - Prosek,1
prodej,bytu,1,k,35,6490000,"Plzeňská, Praha 5 - Košíře, okres Praha",1
prodej,bytu,2,1,63,7490000,"U Klavírky, Praha 5 - Smíchov",1
prodej,bytu,2,k,61,7990000,"Na sypkém, Praha 8 - Libeň, okres Praha",1
prodej,bytu,5,k,130,18990000,"Žitná, Praha 1 - Nové Město",1
prodej,bytu,1,k,35,5676350,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,3,k,71,12990000,"Kováříkova, Praha 5 - Hlubočepy",1
prodej,bytu,3,k,103,12299000,"Zakšínská, Praha 9 - Střížkov",1
prodej,bytu,3,k,86,9300000,"Kardausova, Praha 10 - Dolní Měcholupy",1
prodej,bytu,2,k,48,7700000,"Hlučkova, Praha 9 - Letňany",1
prodej,bytu,2,k,46,7700000,"Hlučkova, Praha 9 - Letňany",1
prodej,bytu,1,k,47,3990000,"Malá Plynární, Praha 7 - Holešovice",1
prodej,bytu,2,k,55,7262352,"Čakovická, Praha 9 - Prosek",1
prodej,bytu,2,k,62,7649600,"Tupolevova, Praha 9 - Letňany",1
prodej,bytu,4,k,139,31900000,"Kačírkova, Praha 5 - Jinonice",1
prodej,bytu,3,k,75,13478000,"U průhonu, Praha 7 - Holešovice",1
prodej,bytu,1,k,32,5747700,"U průhonu, Praha 7 - Holešovice",1
prodej,bytu,2,k,44,8531850,"U průhonu, Praha 7 - Holešovice",1
prodej,bytu,1,k,38,6162612,"Radlická, Praha 5 - Radlice",1
prodej,bytu,3,1,68,4990000,"Bajgarova, Praha 9 - Kyje",1
prodej,bytu,1,k,43,7080406,"V háji, Praha 7 - Holešovice",1
prodej,bytu,3,k,109,16990000,"Křišťanova, Praha 3 - Žižkov",1
prodej,bytu,3,k,100,18990000,"Rubešova, Praha 2 - Vinohrady",1
prodej,bytu,3,k,139,12900000,"Tupolevova, Praha 9 - Letňany",1
prodej,bytu,2,k,56,6580000,"Českobrodská, Praha 9 - Hostavice",1
prodej,bytu,3,1,69,6190000,"Žiželická, Praha 9 - Újezd nad Lesy",1
prodej,bytu,4,k,90,12342710,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,4,k,111,14450000,"Podzámecká, Praha 9 - Koloděje",1
prodej,bytu,1,k,30,4900000,"Drahňovická, Praha 4 - Chodov",1
prodej,bytu,1,k,36,6969000,"Pod Barvířkou, Praha 5 - Smíchov",1
prodej,bytu,2,k,46,6790000,"Olgy Havlové, Praha 3 - Žižkov",1
prodej,bytu,2,1,58,0,"Olbrachtova, Praha 4 - Krč",1
prodej,bytu,2,k,79,9140000,Praha 3,1
prodej,bytu,3,1,71,0,"Pejevové, Praha 4 - Modřany",1
prodej,bytu,3,k,60,12962000,"Československého exilu, Praha 4 - Modřany, okres Praha",1
prodej,bytu,4,k,110,22217400,"Československého exilu, Praha 4 - Modřany, okres Praha",1
prodej,bytu,2,k,49,7490000,"Řeporyjská, Praha 5 - Jinonice",1
prodej,bytu,3,1,75,8008000,"Ohradní, Praha 4 - Michle",1
prodej,bytu,4,k,114,16680000,"Českobrodská, Praha 9 - Hostavice",1
prodej,bytu,1,k,39,6644400,"Radlická, Praha 5 - Radlice",1
prodej,bytu,3,1,65,7600000,"U dvou srpů, Praha 5 - Smíchov",1
prodej,bytu,3,k,56,5235000,"Bělčická, Praha 4 - Záběhlice",1
prodej,bytu,1,k,33,5890000,"Výhledová, Praha 5 - Hlubočepy",1
prodej,bytu,2,k,54,6903000,"Družstevní ochoz, Praha 4 - Nusle, okres Praha",1
prodej,bytu,1,1,40,4507000,"Družstevní ochoz, Praha 4 - Nusle, okres Praha",1
prodej,bytu,2,1,78,8490000,"Táborská, Praha 4 - Nusle, okres Praha",1
prodej,bytu,2,k,61,7254100,"Čerpadlová, Praha 9 - Vysočany",1
prodej,bytu,1,k,35,5676350,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,1,k,24,3585000,"Čenětická, Praha 4 - Chodov",1
prodej,bytu,2,k,48,5957000,"Čenětická, Praha 4 - Chodov",1
prodej,bytu,3,k,78,16015500,"Radlická, Praha 5 - Radlice",1
prodej,bytu,1,k,91,6466208,"Od Vysoké, Praha 5 - Radlice",1
prodej,bytu,3,k,91,13377683,"Od Vysoké, Praha 5 - Radlice",1
prodej,bytu,1,k,38,5368360,"Novovysočanská, Praha 9 - Vysočany",1
prodej,bytu,4,k,120,15999833,"Kryšpínova, Praha 10 - Dolní Měcholupy",1
prodej,bytu,2,k,65,8690000,"Hornoměcholupská, Praha 10 - Horní Měcholupy",1
prodej,bytu,3,k,52,6290400,"Evropská, Praha 6 - Vokovice",1
prodej,bytu,2,k,55,8900000,"U vodárny, Praha 3 - Vinohrady",1
prodej,bytu,3,k,92,10500000,"Nad mlýnským potokem, Praha 10 - Dubeč",1
prodej,bytu,4,k,107,13389000,"Na Farkáně III, Praha 5 - Radlice",1
prodej,bytu,3,1,84,6500080,"Pod dálnicí, Praha 4 - Michle",1
prodej,bytu,1,k,24,4090000,"Hornoměcholupská, Praha 10 - Hostivař",1
prodej,bytu,1,1,49,3749900,"Bělohorská, Praha 6 - Břevnov",1
prodej,bytu,2,k,41,5250000,"Dubrovnická, Praha 5 - Košíře",1
prodej,bytu,3,1,78,6799000,"Heranova, Praha 5 - Stodůlky",1
prodej,bytu,3,1,86,7990000,"Žalovská, Praha 8 - Čimice",1
prodej,bytu,2,k,61,8490000,"Stočesova, Praha 6 - Ruzyně",1
prodej,bytu,4,k,268,18645000,"Mattioliho, Praha 10 - Záběhlice",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,k,55,7690000,"Roháčova, Praha 3 - Žižkov",1
prodej,bytu,2,1,57,5850000,"Antala Staška, Praha 4 - Krč",1
prodej,bytu,2,1,64,7200000,"Čimelická, Praha 4 - Lhotka",1
prodej,bytu,3,k,70,14231580,"Radlická, Praha 5 - Radlice",1
prodej,bytu,3,1,80,7090000,"Brichtova, Praha 5 - Hlubočepy, okres Praha",1
prodej,bytu,3,1,123,19950000,"Pernerova, Praha 8 - Karlín, okres Praha",1
prodej,bytu,5,k,178,27995000,"Pernerova, Praha 8 - Karlín, okres Praha",1
prodej,bytu,2,k,51,7781478,"Hábova, Praha 5 - Stodůlky",1
prodej,bytu,2,k,44,7503302,"Hábova, Praha 5 - Stodůlky",1
prodej,bytu,2,k,44,8317000,"Maroldova, Praha 4 - Nusle, okres Praha",1
prodej,bytu,3,k,74,13080000,"Maroldova, Praha 4 - Nusle, okres Praha",1
prodej,bytu,2,k,53,7450000,Praha,1
prodej,bytu,3,k,74,10690000,"V Horní Stromce, Praha 3 - Vinohrady, okres Praha",1
prodej,bytu,5,k,162,16990000,"Kodaňská, Praha 10 - Vršovice, okres Praha",1
prodej,bytu,2,k,113,4650000,"Pod Harfou, Praha 9 - Vysočany",1
prodej,bytu,4,k,129,6990000,"Pod Harfou, Praha 9 - Vysočany",1
prodej,bytu,3,1,73,6240000,"Steinerova, Praha 4 - Háje",1
prodej,bytu,1,k,51,6661377,"Nad Šutkou, Praha 8 - Kobylisy",1
prodej,bytu,3,1,80,6299000,"Vrchlického, Praha 5 - Košíře",1
prodej,bytu,3,k,105,19791000,"Na výšinách, Praha 7 - Bubeneč, okres Praha",1
prodej,bytu,1,k,35,5676350,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,k,58,12262000,"Československého exilu, Praha 4 - Modřany, okres Praha",1
prodej,bytu,1,k,29,3670000,"Nedvědovo náměstí, Praha 4 - Podolí",1
prodej,bytu,1,k,23,3680000,"Nad lesním divadlem, Praha 4 - Braník",1
prodej,bytu,3,1,84,6900000,"Vondroušova, Praha 6 - Řepy",1
prodej,bytu,1,k,31,4150000,"Rohožnická, Praha 9 - Újezd nad Lesy",1
prodej,bytu,5,k,166,23000000,"Na návsi, Praha 10 - Dolní Měcholupy",1
prodej,bytu,1,k,52,5850000,"Hálův statek, Praha 10 - Hostivař",1
prodej,bytu,2,k,48,5990000,Praha 8 - Čimice,1
prodej,bytu,2,k,69,9717030,Praha 6 - Břevnov,1
prodej,bytu,2,k,52,8142124,"Hábova, Praha 5 - Stodůlky",1
prodej,bytu,3,k,80,13137758,"Hábova, Praha 5 - Stodůlky",1
prodej,bytu,3,k,76,8499000,"Přecechtělova, Praha 5 - Stodůlky",1
prodej,bytu,3,1,73,7590000,"Livornská, Praha 10 - Horní Měcholupy",1
prodej,bytu,2,k,62,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,2,1,76,8890000,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,2,1,49,7180000,"Poděbradská, Praha 9",1
prodej,bytu,2,k,67,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,2,k,58,5250000,"Nad malým mýtem, Praha 4 - Braník",1
prodej,bytu,2,k,58,6590000,"Kolínská, Praha 3 - Vinohrady",1
prodej,bytu,3,k,78,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,1,k,35,5676350,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,3,k,78,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,4,k,90,12342710,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,4,k,116,9290000,"Labětínská, Praha 9 - Vinoř",1
prodej,bytu,2,k,60,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,3,k,69,8490000,"Vršovická, Praha 10 - Vršovice",1
prodej,bytu,1,k,36,2890000,"Nad malým mýtem, Praha 4 - Braník",1
prodej,bytu,3,1,93,9690000,"Vršovická, Praha 10 - Vršovice",1
prodej,bytu,2,k,48,6100000,"Pod Karlovem, Praha 2 - Vinohrady",1
prodej,bytu,2,k,56,7017900,"Žďárská, Praha 8 - Dolní Chabry, okres Praha",1
prodej,bytu,3,k,92,10799900,"Počeradská, Praha 8 - Dolní Chabry, okres Praha",1
prodej,bytu,2,k,60,7199900,"Kobyliská, Praha 8 - Dolní Chabry, okres Praha",1
prodej,bytu,3,k,102,11909900,"Kobyliská, Praha 8 - Dolní Chabry, okres Praha",1
prodej,bytu,4,k,121,15839900,"Ládevská, Praha 8 - Dolní Chabry, okres Praha",1
prodej,bytu,4,k,165,17679900,"U větrolamu, Praha 8 - Dolní Chabry, okres Praha",1
prodej,bytu,2,k,53,6552484,"U Hostavického potoka, Praha 9 - Hostavice",1
prodej,bytu,4,1,201,0,"Křenova, Praha 6 - Veleslavín",1
prodej,bytu,3,k,96,13703217,"Radlická, Praha 5 - Smíchov",1
prodej,bytu,3,k,67,6150000,"Lublinská, Praha 8 - Troja",1
prodej,bytu,1,k,26,4290000,"Oldřichovská, Praha 8 - Ďáblice",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,3,k,80,0,"Mikanova, Praha 10 - Záběhlice",1
prodej,bytu,4,k,98,9600000,"Malkovského, Praha 9 - Letňany",1
prodej,bytu,2,1,71,7880000,"Nad košinkou, Praha 8 - Libeň",1
prodej,bytu,2,k,64,8490000,"Dolnocholupická, Praha 4 - Modřany",1
prodej,bytu,1,k,37,4830700,"Záběhlická, Praha 10 - Záběhlice",1
prodej,bytu,4,k,110,16480000,"Plavecká, Praha 2 - Nové Město",1
prodej,bytu,3,k,91,11882000,"Na Plískavě, Praha 10 - Hostivař",1
prodej,bytu,1,k,34,4890000,"Oldřichovská, Praha 8 - Ďáblice",1
prodej,bytu,3,k,68,7360000,"Jažlovická, Praha 4 - Chodov",1
prodej,bytu,4,k,110,25900000,"Úvoz, Praha 1 - Hradčany",1
prodej,bytu,2,k,49,9900000,"Úvoz, Praha 1 - Hradčany",1
prodej,bytu,2,1,118,24500000,"Úvoz, Praha 1 - Hradčany",1
prodej,bytu,5,k,124,28900000,"Úvoz, Praha 1 - Hradčany",1
prodej,bytu,4,k,134,28900000,"Úvoz, Praha 1 - Hradčany",1
prodej,bytu,2,k,44,6700000,"Vršovická, Praha 10 - Vršovice",1
prodej,bytu,2,k,55,0,"Pod lázní, Praha 4 - Nusle",1
prodej,bytu,4,k,161,0,"Ke Smíchovu, Praha 5 - Hlubočepy",1
prodej,bytu,2,k,38,5885500,"Brožíkova, Praha 5 - Košíře",1
prodej,bytu,1,k,39,5586696,"náměstí Osvoboditelů, Praha 5 - Radotín",1
prodej,bytu,2,k,47,7990000,"Újezd, Praha 1 - Malá Strana",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,k,62,9594081,"Radlická, Praha 5 - Smíchov",1
prodej,bytu,2,k,54,5490000,"Trenčínská, Praha 4 - Záběhlice, okres Praha",1
prodej,bytu,3,k,94,17250000,"Vojenova, Praha 8 - Libeň",1
prodej,bytu,5,k,85,8849000,"Brichtova, Praha 5 - Hlubočepy",1
prodej,bytu,1,k,65,4980000,"Praha 5, okres Praha",1
prodej,bytu,3,1,100,0,"Pařížská, Praha 1",1
prodej,bytu,1,1,49,6850000,Praha 7 - Holešovice,1
prodej,bytu,4,k,97,7730000,"Rohožnická, Praha 9 - Újezd nad Lesy",1
prodej,bytu,2,k,40,4660000,"Novodvorská, Praha 4 - Braník",1
prodej,bytu,2,k,58,8755106,"Hábova, Praha 5 - Stodůlky",1
prodej,bytu,2,k,43,7380361,"Hábova, Praha 5 - Stodůlky",1
prodej,bytu,2,k,49,6199000,Praha 9 - Černý Most,1
prodej,bytu,2,k,47,5499000,"Borovanského, Praha 5 - Stodůlky",1
prodej,bytu,2,k,47,6990000,"Ostrovského, Praha 5 - Smíchov",1
prodej,bytu,1,k,32,5169643,"Radlická, Praha 5 - Smíchov",1
prodej,bytu,5,k,100,11900000,"U družstva Ideál, Praha 4 - Nusle",1
prodej,bytu,4,k,134,11990000,"Honzíkova, Praha 10 - Dolní Měcholupy",1
prodej,bytu,3,1,76,7500000,"Ohradní, Praha 4 - Michle",1
prodej,bytu,2,k,51,8819336,"Radlická, Praha 5 - Radlice",1
prodej,bytu,3,1,78,7900000,"Slivenecká, Praha 5 - Hlubočepy",1
prodej,bytu,4,k,90,12342710,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,1,57,6300000,"Na hroudě, Praha 10 - Strašnice",1
prodej,bytu,2,k,53,8740000,"Stočesova, Praha 6 - Ruzyně",1
prodej,bytu,1,k,31,4150000,"Za poštou, Praha 10 - Strašnice",1
prodej,bytu,3,k,106,12675000,"Maroldova, Praha 4 - Nusle",1
prodej,bytu,2,k,42,7540000,"Biskupcova, Praha 3 - Žižkov",1
prodej,bytu,2,k,63,6824000,"Na Petynce, Praha 6 - Střešovice",1
prodej,bytu,1,k,31,4450000,"Za poštou, Praha 10 - Strašnice",1
prodej,bytu,2,k,34,3650000,"Spolupráce, Praha 4 - Nusle",1
prodej,bytu,3,k,103,13400000,"Jeřabinová, Praha 5 - Smíchov",1
prodej,bytu,3,k,72,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,2,1,88,8990000,"Pod Skalkou, Praha 5 - Smíchov",1
prodej,bytu,3,k,109,14871345,"Radimova, Praha 6 - Břevnov",1
prodej,bytu,4,k,106,13200000,"Padovská, Praha 10 - Horní Měcholupy",1
prodej,bytu,3,k,88,9250000,"Plynární, Praha 7 - Holešovice",1
prodej,bytu,1,k,27,4679000,Praha,1
prodej,bytu,5,1,114,10999000,"Klapálkova, Praha 4 - Chodov",1
prodej,bytu,3,1,71,7350000,"Pod strání, Praha 10 - Strašnice",1
prodej,bytu,2,k,40,5600000,"Kolmá, Praha 9 - Vysočany",1
prodej,bytu,3,k,87,10200000,"Kolmá, Praha 9 - Vysočany",1
prodej,bytu,4,k,84,10900000,"Kolmá, Praha 9 - Vysočany",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,1,k,34,5250000,"Toufarova, Praha 5 - Stodůlky",1
prodej,bytu,1,k,30,5450000,"Sudoměřská, Praha 3 - Žižkov",1
prodej,bytu,3,k,105,30900000,"Elišky Krásnohorské, Praha 1 - Staré Město",1
prodej,bytu,3,k,89,14101600,"Radlická, Praha 5 - Radlice",1
prodej,bytu,2,k,52,6697000,"Pod lipami, Praha 3 - Žižkov",1
prodej,bytu,2,k,50,6250000,"Vrchlického, Praha 5 - Košíře",1
prodej,bytu,1,1,41,4150000,"Zenklova, Praha 8 - Libeň",1
prodej,bytu,2,1,76,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,2,1,65,5460000,"Herálecká III, Praha 4 - Krč",1
prodej,bytu,2,k,54,6745000,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,1,k,47,5606400,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,1,k,54,7016000,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,1,k,48,5773200,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,1,k,54,6426000,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,2,k,54,6745000,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,1,k,39,4902000,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,2,k,54,6428400,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,2,k,53,6405600,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,2,k,55,6554400,"Veleslavínská, Praha 6 - Veleslavín",1
prodej,bytu,3,k,79,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,1,64,5600000,"Krupná, Praha 4 - Komořany",1
prodej,bytu,1,k,34,4990000,"Šífařská, Praha 4 - Hodkovičky, okres Praha",1
prodej,bytu,1,k,48,5900000,"Chotěšovská, Praha 9 - Letňany",1
prodej,bytu,5,k,175,14950000,"Divišovská, Praha 4 - Chodov",1
prodej,bytu,1,k,33,7695800,"Konviktská, Praha 1 - Staré Město",1
prodej,bytu,3,k,65,5990000,"Doubravická, Praha 4 - Chodov",1
prodej,bytu,2,k,47,5488000,"Gollova, Praha 10 - Malešice",1
prodej,bytu,2,1,71,9000000,"Sámova, Praha 10 - Vršovice",1
prodej,bytu,4,k,103,9995000,"Listopadová, Praha 9 - Dolní Počernice",1
prodej,bytu,2,k,41,4999000,"Klapálkova, Praha 4 - Chodov",1
prodej,bytu,2,k,64,7250000,"Na Formance, Praha 4 - Újezd u Průhonic",1
prodej,bytu,3,k,100,21680000,"V jirchářích, Praha 1 - Nové Město",1
prodej,bytu,1,k,32,5986960,"V háji, Praha 7 - Holešovice",1
prodej,bytu,2,k,91,10490000,"Ke kapslovně, Praha 3 - Žižkov",1
0,0,0,0,0,0,"Počernická, Praha 10",1
prodej,bytu,3,k,69,9300000,"V dolině, Praha 4 - Michle",1
prodej,bytu,2,k,57,9119560,"V háji, Praha 7 - Holešovice",1
prodej,bytu,2,k,52,8100000,"Pavla Beneše, Praha 9 - Letňany",1
prodej,bytu,2,1,54,6690000,"Kafkova, Praha 6 - Dejvice",1
prodej,bytu,1,k,40,6794065,"V háji, Praha 7 - Holešovice",1
prodej,bytu,1,k,35,5676350,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,k,59,6700000,"Klausova, Praha 5 - Stodůlky",1
prodej,bytu,1,1,49,3749900,"Bělohorská, Praha 6 - Břevnov",1
prodej,bytu,3,k,96,0,"Počernická, Praha 10",1
prodej,bytu,2,k,58,7490000,"Na Neklance, Praha 5 - Smíchov",1
prodej,bytu,4,k,99,21200000,"U Mlýnského kanálu, Praha 8 - Karlín",1
prodej,bytu,2,k,44,8910000,"Heřmanova, Praha 7 - Holešovice",1
prodej,bytu,2,k,36,5349000,"Ovčí hájek, Praha 5 - Stodůlky",1
prodej,bytu,3,k,90,5999000,Praha 9 - Čakovice,1
prodej,bytu,2,k,58,8990000,"Modenská, Praha 10 - Horní Měcholupy",1
prodej,bytu,2,1,60,6395000,"Pod strání, Praha 10 - Strašnice",1
prodej,bytu,2,k,59,6690000,"Elektrárenská, Praha 10 - Michle",1
prodej,bytu,4,k,103,13389000,"Na Farkáně III, Praha 5 - Radlice",1
prodej,bytu,3,k,127,9990000,"Za kovárnou, Praha 10 - Dolní Měcholupy",1
prodej,bytu,1,k,35,4499000,"Plzeňská, Praha 5 - Košíře",1
prodej,bytu,1,1,34,4386297,"V Pitkovičkách, Praha 10 - Pitkovice",1
prodej,bytu,2,k,39,4679228,"V Pitkovičkách, Praha 10 - Pitkovice",1
prodej,bytu,2,k,39,5061111,"V Pitkovičkách, Praha 10 - Pitkovice",1
prodej,bytu,2,1,39,4479340,"V Pitkovičkách, Praha 10 - Pitkovice",1
prodej,bytu,3,k,82,12390000,"Černomořská, Praha 10 - Vršovice",1
prodej,bytu,3,k,73,0,"Ke Koulce, Praha 5 - Smíchov",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,k,54,5680000,"Černokostelecká, Praha 10 - Strašnice",1
prodej,bytu,2,k,84,7190000,"Fikerova, Praha 4 - Modřany",1
prodej,bytu,1,k,43,5190000,"Freiwaldova, Praha 4 - Kamýk",1
prodej,bytu,3,k,106,13544341,"Lučištníků, Praha 5 - Radlice",1
prodej,bytu,2,k,49,8711000,"Maroldova, Praha 4 - Nusle, okres Praha",1
prodej,bytu,2,k,56,8872000,"Maroldova, Praha 4 - Nusle, okres Praha",1
prodej,bytu,3,1,93,9990000,"Vršovická, Praha 10 - Vršovice",1
prodej,bytu,2,k,64,11990000,"Mánesova, Praha 2 - Vinohrady",1
prodej,bytu,3,1,110,0,"Velká skála, Praha 8 - Troja",1
prodej,bytu,2,k,69,7500000,"Slávy Horníka, Praha 5 - Košíře",1
prodej,bytu,3,1,79,6800000,"Vybíralova, Praha 9 - Černý Most",1
prodej,bytu,4,k,102,16647266,"náměstí Osvoboditelů, Praha 5 - Radotín",1
prodej,bytu,4,1,104,11655000,"Dygrýnova, Praha 9 - Černý Most",1
prodej,bytu,1,1,57,7500000,"Čáslavská, Praha 3 - Vinohrady",1
prodej,bytu,3,k,75,5799000,"Střížkovská, Praha 9 - Střížkov",1
prodej,bytu,2,k,48,0,"Náprstkova, Praha 1 - Staré Město",1
prodej,bytu,2,1,51,8900000,"Janovského, Praha 7 - Holešovice, okres Praha",1
prodej,bytu,3,1,81,7690000,"Španielova, Praha 6 - Řepy",1
prodej,bytu,4,1,181,35500000,"Thunovská, Praha 1 - Malá Strana",1
prodej,bytu,2,k,53,5690000,"Za poštou, Praha 10 - Strašnice",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,2,k,48,5910000,"Čenětická, Praha 4 - Chodov, okres Praha",1
prodej,bytu,2,k,47,7909000,"Na výšinách, Praha 7 - Bubeneč, okres Praha",1
prodej,bytu,3,k,60,7990000,"Tobrucká, Praha 6 - Vokovice",1
prodej,bytu,2,k,62,8990000,"Plzeňská, Praha 5 - Stodůlky, okres Praha",1
prodej,bytu,3,k,68,7999000,"Sečská, Praha 10 - Strašnice",1
prodej,bytu,3,k,78,9690000,"Toufarova, Praha 5 - Stodůlky",1
prodej,bytu,3,k,70,7699000,"Zárubova, Praha 4 - Kamýk",1
prodej,bytu,2,1,66,9200000,"Štefánikova, Praha 5 - Smíchov",1
prodej,bytu,3,1,76,7090000,"U stanice, Praha 6 - Liboc",1
prodej,bytu,2,1,56,9150000,"Dvouletky, Praha 10 - Strašnice",1
prodej,bytu,3,k,74,9600000,"Žateckých, Praha 4 - Nusle",1
prodej,bytu,3,k,89,11890000,"Petržílkova, Praha 5 - Stodůlky",1
prodej,bytu,2,k,39,5899000,"Bělocerkevská, Praha 10 - Vršovice",1
prodej,bytu,2,k,61,4780000,"Hanusova, Praha 4 - Michle, okres Praha",1
prodej,bytu,3,k,97,11150000,"Kryšpínova, Praha 10 - Dolní Měcholupy, okres Praha",1
prodej,bytu,2,1,69,7700000,"Petra Rezka, Praha 4 - Nusle",1
prodej,bytu,3,k,139,0,"Prvního pluku, Praha 8 - Karlín, okres Praha",1
prodej,bytu,2,k,54,8000000,"Pod Harfou, Praha 9 - Vysočany",1
prodej,bytu,1,k,16,3699000,"Na Šťáhlavce, Praha 6 - Dejvice",1
prodej,bytu,2,k,53,6749000,"Ke Strašnické, Praha 10 - Strašnice",1
prodej,bytu,3,k,60,10129050,"Pražská, Praha 10 - Hostivař",1
prodej,bytu,4,k,83,7999000,"Hodkovická, Praha 4 - Kamýk",1
prodej,bytu,3,k,56,6849000,"Útulná, Praha 10 - Malešice",1
prodej,bytu,2,k,50,6999000,"Na Pankráci, Praha 4 - Nusle",1
